Jacana_jacana	Po
Junco_hyemalis	Po
Lanius_ludovicianus	Po
Larus_smithsonianus	Po
Leiothrix_lutea	Po
Lepidothrix_coronata	Po
Leptocoma_aspasia	Po
Leucopsar_rothschildi	Po
Limosa_lapponica	Po
Locustella_ochotensis	Po
Lonchura_striata	Po
Lophotis_ruficrista	Po
Loxia_curvirostra	Po
Loxia_leucoptera	Po
Machaerirhynchus_nigripectus	Po
Malurus_elegans	Po
Manacus_manacus	Po
Melanocharis_versteri	Po
Melopsittacus_undulatus	Po
Melospiza_melodia	Po
Menura_novaehollandiae	Po
Mesembrinibis_cayennensis	Po
Mesitornis_unicolor	Po
Mionectes_macconnelli	Po
Mohoua_ochrocephala	Po
Molothrus_ater	Po
Motacilla_alba	Po
Myiagra_hebetior	Po
Mystacornis_crossleyi	Po
Neodrepanis_coruscans	Po
Neopipo_cinnamomea	Po
Nesospiza_acunhae	Po
Nestor_notabilis	Po
Nicator_chloris	Po
Nipponia_nippon	Po
Notiomystis_cincta	Po
Nyctibius_bracteatus	Po
Nyctibius_grandis	Po
Nycticryphes_semicollaris	Po
Nyctiprogne_leucopyga	Po
Oceanites_oceanicus	Po
Oenanthe_oenanthe	Po
Onychorhynchus_coronatus	Po
Opisthocomus_hoazin	Po
Oreocharis_arfaki	Po
Oreotrochilus_melanogaster	Po
Origma_solitaria	Po
Oriolus_oriolus	Po
Orthonyx_spaldingii	Po
Oxylabes_madagascariensis	Po
Oxyruncus_cristatus	Po
Pachycephala_philippinensis	Po
Pachyramphus_minor	Po
Panurus_biarmicus	Po
Paradisaea_raggiana	Po
Pardalotus_punctatus	Po
Parus_major	Po
Passer_domesticus	Po
Passerina_amoena	Po
Patagioenas_fasciata	Po
Pedionomus_torquatus	Po
Pelecanoides_urinatrix	Po
Pelecanus_crispus	Po
Peucedramus_taeniatus	Po
Phaethon_lepturus	Po
Phaetusa_simplex	Po
Phainopepla_nitens	Po
Phalacrocorax_auritus	Po
Phalacrocorax_brasilianus	Po
Phalacrocorax_carbo	Po
Phalacrocorax_harrisi	Po
Phalacrocorax_pelagicus	Po
Pheucticus_melanocephalus	Po
Phoenicopterus_ruber	Po
Phylloscopus_trochilus	Po
Piaya_cayana	Po
Picathartes_gymnocephalus	Po
Piprites_chloris	Po
Pitta_sordida	Po
Ploceus_nigricollis	Po
Pluvianellus_socialis	Po
Podargus_strigoides	Po
Podiceps_cristatus	Po
Podilymbus_podiceps	Po
Poecile_atricapillus	Po
Polioptila_caerulea	Po
Pomatorhinus_ruficollis	Po
Pomatostomus_ruficeps	Po
Probosciger_aterrimus	Po
Promerops_cafer	Po
Prunella_fulvescens	Po
Prunella_himalayana	Po
Pseudopodoces_humilis	Po
Psophia_crepitans	Po
Pterocles_burchelli	Po
Pterocles_gutturalis	Po
Pteruthius_melanotis	Po
Ptilonorhynchus_violaceus	Po
Ptilorrhoa_leucosticta	Po
Pycnonotus_jocosus	Po
Pygoscelis_adeliae	Po
Quiscalus_mexicanus	Po
Regulus_satrapa	Po
Rhabdornis_inornatus	Po
Rhadina_sibilatrix	Po
Rhagologus_leucostigma	Po
Rhegmatorhina_hoffmannsi	Po
Rhinoptilus_africanus	Po
Rhipidura_dahli	Po
Rhodinocichla_rosea	Po
Rhynochetos_jubatus	Po
Rissa_tridactyla	Po
Rostratula_benghalensis	Po
Rynchops_niger	Po
Sakesphorus_luctuosus	Po
Sapayoa_aenigma	Po
Saxicola_maurus	Po
Sclerurus_mexicanus	Po
Scopus_umbretta	Po
Scytalopus_superciliaris	Po
Serilophus_lunatus	Po
Serinus_canaria	Po
Setophaga_coronata	Po
Setophaga_kirtlandii	Po
Sinosuthora_webbiana	Po
Sitta_europaea	Po
Smithornis_capensis	Po
Spizella_passerina	Po
Sporophila_hypoxantha	Po
Steatornis_caripensis	Po
Stercorarius_parasiticus	Po
Sterrhoptilus_dennistouni	Po
Struthidea_cinerea	Po
Sturnus_vulgaris	Po
Sula_dactylatra	Po
Sylvia_atricapilla	Po
Sylvia_borin	Po
Sylvietta_virens	Po
Syrrhaptes_paradoxus	Po
Tachuris_rubrigastra	Po
Taeniopygia_guttata	Po
Tauraco_erythrolophus	Po
Thalassarche_chlororhynchos	Po
Thinocorus_orbignyianus	Po
Thryothorus_ludovicianus	Po
Tichodroma_muraria	Po
Toxostoma_redivivum	Po
Turnix_velox	Po
Tyrannus_savana	Po
Uria_aalge	Po
Uria_lomvia	Po
Urocynchramus_pylzowi	Po
Vidua_chalybeata	Po
Vidua_macroura	Po
Vireo_altiloquus	Po
Xiphorhynchus_elegans	Po
Zapornia_atra	Po
Zonotrichia_albicollis	Po
Zosterops_hypoxanthus	Po
Zosterops_lateralis	Po
